No.,発行元,発行元Prefix,管理用ID,年,BOX/シリーズ,BOX/シリーズPrefix,Distribution,カード番号,選手名,チーム名,種別,パラレル/オート,Base / Inserts,シリアルNo.,枚数,状態,ステータス,購入日,購入価格,メモ
215,Topps,tp,tp_2025_US_#US338,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US338,Jose Fermin,Los Angeles Angels,RC,,base,,1,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
,Topps,tp,tp_2025_US_#US339,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US339,,,,,base,,,,,,,
144,Topps,tp,tp_2025_US_#US340,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US340,Myles Straw,Toronto Blue Jays,,,base,,1,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
167,Topps,tp,tp_2025_US_#US341,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US341,Nolan Jones,Cleveland Guardians,,,base,,1,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
,Topps,tp,tp_2025_US_#US342,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US342,,,,,base,,,,,,,
216,Topps,tp,tp_2025_US_#US343,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US343,Jorge Soler,Los Angeles Angels,,,base,,1,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
96,Topps,tp,tp_2025_US_#US344,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US344,Brady Singer,Cincinnati Reds,,,base,,1,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
71,Topps,tp,tp_2025_US_#US345,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US345,Matt Shaw,Chicago Cubs,RC,,base,,1,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
,Topps,tp,tp_2025_US_#US346,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US346,,,,,base,,,,,,,
36,Topps,tp,tp_2025_US_#US347,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US347,Michael Soroka,Washington Nationals,,,base,,1,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
126,Topps,tp,tp_2025_US_#US348,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US348,David Morgan,San Diego Padres,RC,,base,,1,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
,Topps,tp,tp_2025_US_#US349,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US349,,,,,base,,,,,,,
145,Topps,tp,tp_2025_US_#US350,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",#US350,Paxton Schultz,Toronto Blue Jays,RC,,base,,1,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
261,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
262,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
263,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
264,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
265,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
266,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
267,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
268,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
269,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
270,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
271,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
272,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
273,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
274,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
275,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
276,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
277,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
278,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
279,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
280,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
281,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
282,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
283,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
284,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
285,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
286,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
287,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
288,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
289,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,所持中,2025-11-21,"17,380円 / Hobby Box",topps.jp で購入した初Box。
,Topps,tp,tp_2025_US_,2025,Topps Update Series,US,"Hobby, Jumbo, Blasters",,,,,,,,,,,,,
